0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
121.05227737245411,133.0220136080456,143.9852648917054,152.90172855417615,158.8828342304572,161.36967088956973,160.26567507583601,155.9894160704793,149.4309219828877,141.8176750881556,134.5165614443099,128.81019200725382,125.68821376502716,125.68821376502716,128.81019200725382,134.5165614443099,141.8176750881556,149.4309219828877,155.9894160704793,160.26567507583601,161.36967088956973,158.8828342304572,152.90172855417615,143.9852648917054,133.0220136080456
133.0220136080456,144.9917498436371,155.9550011272969,164.87146478976763,170.85257046604872,173.33940712516124,172.23541131142753,167.9591523060708,161.40065821847918,153.7874113237471,146.4862976799014,140.77992824284533,137.65795000061865,137.65795000061865,140.77992824284533,146.4862976799014,153.7874113237471,161.40065821847918,167.9591523060708,172.23541131142753,173.33940712516124,170.85257046604872,164.87146478976763,155.9550011272969,144.9917498436371
143.9852648917054,155.9550011272969,166.9182524109567,175.83471607342744,181.8158217497085,184.30265840882103,183.1986625950873,178.9224035897306,172.363909502139,164.7506626074069,157.4495489635612,151.74317952650512,148.62120128427847,148.62120128427847,151.74317952650512,157.4495489635612,164.7506626074069,172.363909502139,178.9224035897306,183.1986625950873,184.30265840882103,181.8158217497085,175.83471607342744,166.9182524109567,155.9550011272969
152.90172855417615,164.87146478976763,175.83471607342744,184.75117973589815,190.73228541217924,193.21912207129174,192.11512625755802,187.8388672522013,181.28037316460973,173.6671262698776,166.36601262603193,160.65964318897585,157.53766494674917,157.53766494674917,160.65964318897585,166.36601262603193,173.6671262698776,181.28037316460973,187.8388672522013,192.11512625755802,193.21912207129174,190.73228541217924,184.75117973589815,175.83471607342744,164.87146478976763
158.8828342304572,170.85257046604872,181.8158217497085,190.73228541217924,196.71339108846033,199.20022774757285,198.09623193383914,193.8199729284824,187.2614788408908,179.64823194615872,172.34711830231302,166.64074886525694,163.51877062303026,163.51877062303026,166.64074886525694,172.34711830231302,179.64823194615872,187.2614788408908,193.8199729284824,198.09623193383914,199.20022774757285,196.71339108846033,190.73228541217924,181.8158217497085,170.85257046604872
161.36967088956973,173.33940712516124,184.30265840882103,193.21912207129174,199.20022774757285,201.68706440668535,200.58306859295163,196.3068095875949,189.74831550000332,182.13506860527121,174.83395496142555,169.12758552436947,166.00560728214276,166.00560728214276,169.12758552436947,174.83395496142555,182.13506860527121,189.74831550000332,196.3068095875949,200.58306859295163,201.68706440668535,199.20022774757285,193.21912207129174,184.30265840882103,173.33940712516124
160.26567507583601,172.23541131142753,183.1986625950873,192.11512625755802,198.09623193383914,200.58306859295163,199.47907277921792,195.20281377386118,188.6443196862696,181.0310727915375,173.72995914769183,168.02358971063575,164.90161146840904,164.90161146840904,168.02358971063575,173.72995914769183,181.0310727915375,188.6443196862696,195.20281377386118,199.47907277921792,200.58306859295163,198.09623193383914,192.11512625755802,183.1986625950873,172.23541131142753
155.9894160704793,167.9591523060708,178.9224035897306,187.8388672522013,193.8199729284824,196.3068095875949,195.20281377386118,190.92655476850447,184.3680606809129,176.75481378618076,169.4537001423351,163.747330705279,160.62535246305234,160.62535246305234,163.747330705279,169.4537001423351,176.75481378618076,184.3680606809129,190.92655476850447,195.20281377386118,196.3068095875949,193.8199729284824,187.8388672522013,178.9224035897306,167.9591523060708
149.4309219828877,161.40065821847918,172.363909502139,181.28037316460973,187.2614788408908,189.74831550000332,188.6443196862696,184.3680606809129,177.80956659332128,170.19631969858918,162.89520605474348,157.1888366176874,154.06685837546075,154.06685837546075,157.1888366176874,162.89520605474348,170.19631969858918,177.80956659332128,184.3680606809129,188.6443196862696,189.74831550000332,187.2614788408908,181.28037316460973,172.363909502139,161.40065821847918
141.8176750881556,153.7874113237471,164.7506626074069,173.6671262698776,179.64823194615872,182.13506860527121,181.0310727915375,176.75481378618076,170.19631969858918,162.58307280385708,155.2819591600114,149.57558972295533,146.45361148072863,146.45361148072863,149.57558972295533,155.2819591600114,162.58307280385708,170.19631969858918,176.75481378618076,181.0310727915375,182.13506860527121,179.64823194615872,173.6671262698776,164.7506626074069,153.7874113237471
134.5165614443099,146.4862976799014,157.4495489635612,166.36601262603193,172.34711830231302,174.83395496142555,173.72995914769183,169.4537001423351,162.89520605474348,155.2819591600114,147.98084551616572,142.27447607910963,139.15249783688296,139.15249783688296,142.27447607910963,147.98084551616572,155.2819591600114,162.89520605474348,169.4537001423351,173.72995914769183,174.83395496142555,172.34711830231302,166.36601262603193,157.4495489635612,146.4862976799014
128.81019200725382,140.77992824284533,151.74317952650512,160.65964318897585,166.64074886525694,169.12758552436947,168.02358971063575,163.747330705279,157.1888366176874,149.57558972295533,142.27447607910963,136.56810664205355,133.44612839982688,133.44612839982688,136.56810664205355,142.27447607910963,149.57558972295533,157.1888366176874,163.747330705279,168.02358971063575,169.12758552436947,166.64074886525694,160.65964318897585,151.74317952650512,140.77992824284533
125.68821376502716,137.65795000061865,148.62120128427847,157.53766494674917,163.51877062303026,166.00560728214276,164.90161146840904,160.62535246305234,154.06685837546075,146.45361148072863,139.15249783688296,133.44612839982688,130.3241501576002,130.3241501576002,133.44612839982688,139.15249783688296,146.45361148072863,154.06685837546075,160.62535246305234,164.90161146840904,166.00560728214276,163.51877062303026,157.53766494674917,148.62120128427847,137.65795000061865
125.68821376502716,137.65795000061865,148.62120128427847,157.53766494674917,163.51877062303026,166.00560728214276,164.90161146840904,160.62535246305234,154.06685837546075,146.45361148072863,139.15249783688296,133.44612839982688,130.3241501576002,130.3241501576002,133.44612839982688,139.15249783688296,146.45361148072863,154.06685837546075,160.62535246305234,164.90161146840904,166.00560728214276,163.51877062303026,157.53766494674917,148.62120128427847,137.65795000061865
128.81019200725382,140.77992824284533,151.74317952650512,160.65964318897585,166.64074886525694,169.12758552436947,168.02358971063575,163.747330705279,157.1888366176874,149.57558972295533,142.27447607910963,136.56810664205355,133.44612839982688,133.44612839982688,136.56810664205355,142.27447607910963,149.57558972295533,157.1888366176874,163.747330705279,168.02358971063575,169.12758552436947,166.64074886525694,160.65964318897585,151.74317952650512,140.77992824284533
134.5165614443099,146.4862976799014,157.4495489635612,166.36601262603193,172.34711830231302,174.83395496142555,173.72995914769183,169.4537001423351,162.89520605474348,155.2819591600114,147.98084551616572,142.27447607910963,139.15249783688296,139.15249783688296,142.27447607910963,147.98084551616572,155.2819591600114,162.89520605474348,169.4537001423351,173.72995914769183,174.83395496142555,172.34711830231302,166.36601262603193,157.4495489635612,146.4862976799014
141.8176750881556,153.7874113237471,164.7506626074069,173.6671262698776,179.64823194615872,182.13506860527121,181.0310727915375,176.75481378618076,170.19631969858918,162.58307280385708,155.2819591600114,149.57558972295533,146.45361148072863,146.45361148072863,149.57558972295533,155.2819591600114,162.58307280385708,170.19631969858918,176.75481378618076,181.0310727915375,182.13506860527121,179.64823194615872,173.6671262698776,164.7506626074069,153.7874113237471
149.4309219828877,161.40065821847918,172.363909502139,181.28037316460973,187.2614788408908,189.74831550000332,188.6443196862696,184.3680606809129,177.80956659332128,170.19631969858918,162.89520605474348,157.1888366176874,154.06685837546075,154.06685837546075,157.1888366176874,162.89520605474348,170.19631969858918,177.80956659332128,184.3680606809129,188.6443196862696,189.74831550000332,187.2614788408908,181.28037316460973,172.363909502139,161.40065821847918
155.9894160704793,167.9591523060708,178.9224035897306,187.8388672522013,193.8199729284824,196.3068095875949,195.20281377386118,190.92655476850447,184.3680606809129,176.75481378618076,169.4537001423351,163.747330705279,160.62535246305234,160.62535246305234,163.747330705279,169.4537001423351,176.75481378618076,184.3680606809129,190.92655476850447,195.20281377386118,196.3068095875949,193.8199729284824,187.8388672522013,178.9224035897306,167.9591523060708
160.26567507583601,172.23541131142753,183.1986625950873,192.11512625755802,198.09623193383914,200.58306859295163,199.47907277921792,195.20281377386118,188.6443196862696,181.0310727915375,173.72995914769183,168.02358971063575,164.90161146840904,164.90161146840904,168.02358971063575,173.72995914769183,181.0310727915375,188.6443196862696,195.20281377386118,199.47907277921792,200.58306859295163,198.09623193383914,192.11512625755802,183.1986625950873,172.23541131142753
161.36967088956973,173.33940712516124,184.30265840882103,193.21912207129174,199.20022774757285,201.68706440668535,200.58306859295163,196.3068095875949,189.74831550000332,182.13506860527121,174.83395496142555,169.12758552436947,166.00560728214276,166.00560728214276,169.12758552436947,174.83395496142555,182.13506860527121,189.74831550000332,196.3068095875949,200.58306859295163,201.68706440668535,199.20022774757285,193.21912207129174,184.30265840882103,173.33940712516124
158.8828342304572,170.85257046604872,181.8158217497085,190.73228541217924,196.71339108846033,199.20022774757285,198.09623193383914,193.8199729284824,187.2614788408908,179.64823194615872,172.34711830231302,166.64074886525694,163.51877062303026,163.51877062303026,166.64074886525694,172.34711830231302,179.64823194615872,187.2614788408908,193.8199729284824,198.09623193383914,199.20022774757285,196.71339108846033,190.73228541217924,181.8158217497085,170.85257046604872
152.90172855417615,164.87146478976763,175.83471607342744,184.75117973589815,190.73228541217924,193.21912207129174,192.11512625755802,187.8388672522013,181.28037316460973,173.6671262698776,166.36601262603193,160.65964318897585,157.53766494674917,157.53766494674917,160.65964318897585,166.36601262603193,173.6671262698776,181.28037316460973,187.8388672522013,192.11512625755802,193.21912207129174,190.73228541217924,184.75117973589815,175.83471607342744,164.87146478976763
143.9852648917054,155.9550011272969,166.9182524109567,175.83471607342744,181.8158217497085,184.30265840882103,183.1986625950873,178.9224035897306,172.363909502139,164.7506626074069,157.4495489635612,151.74317952650512,148.62120128427847,148.62120128427847,151.74317952650512,157.4495489635612,164.7506626074069,172.363909502139,178.9224035897306,183.1986625950873,184.30265840882103,181.8158217497085,175.83471607342744,166.9182524109567,155.9550011272969
133.0220136080456,144.9917498436371,155.9550011272969,164.87146478976763,170.85257046604872,173.33940712516124,172.23541131142753,167.9591523060708,161.40065821847918,153.7874113237471,146.4862976799014,140.77992824284533,137.65795000061865,137.65795000061865,140.77992824284533,146.4862976799014,153.7874113237471,161.40065821847918,167.9591523060708,172.23541131142753,173.33940712516124,170.85257046604872,164.87146478976763,155.9550011272969,144.9917498436371
