avg,max
157.14616203534817,201.68669613267883
156.6546432895646,201.68661893825347
156.18802055175334,201.68658573734484
155.75402364007948,201.68657232296513
155.3744078897791,201.68657013312784
155.01411063373078,201.6865692483536
154.67904970026555,201.6865689125312
154.31875244421684,201.68656802775695
153.98369151075184,201.68656769193453
153.64863051434077,201.68656737645856
153.31356958087565,201.68656704063613
152.95327232482714,201.6865661558619
152.57365657452695,201.6865639660246
152.13965966285295,201.6865505516449
151.76004391255265,201.6865483618076
151.32604700087904,201.6865349474279
150.94643125057868,201.6865327575906
150.51243433890477,201.6865193432109
150.13281858860472,201.68651715337361
149.69882167693075,201.6865037389939
149.2207692734771,201.68643122154236
148.7292505276937,201.686354027117
148.23772891562623,201.68628150966546
147.75966704700278,201.68622139058655
147.3079755774415,201.68617740652883
146.81771961821252,201.68596757032512
146.32478016865062,201.68561062691862
145.8306456786191,201.68504023297916
145.33663142043966,201.68418397026
144.84422773607272,201.6829764462807
144.35545969396247,201.6813767369171
143.87324055821037,201.67938586644752
143.40166523212943,201.6770583030576
142.94615250459663,201.67450197477334
142.51332984741146,201.67186449991866
142.11058318939746,201.66930817163438
141.67776053221226,201.6666706967797
141.2750138741988,201.66411436849543
140.8511426159282,201.65778739522807
140.44839595791456,201.6552310669438
140.01557330072933,201.65259359208912
139.61282664271553,201.65003726380485
139.18895538444497,201.64371029053748
138.7862087264313,201.6411539622532
138.35338606924617,201.63851648739853
137.95063941123254,201.63596015911426
137.49511479108511,201.62943234615622
137.09236813307155,201.62687601787195
136.63684351292414,201.6203482049139
136.23409685491063,201.61779187662964
135.8313556144174,201.6167908040899
135.42860895640368,201.61423447580563
134.97308433625645,201.6077066628476
134.5014738518254,201.59252904299092
134.01917736894504,201.5593780733937
133.53026056941636,201.49135670036824
133.0375956535204,201.460488966973
132.54315637902204,201.4602791307693
132.04837820519677,201.4599221873628
131.55453047912124,201.45935179342334
131.06308138971318,201.45849553070417
130.5760515299844,201.45728800672487
130.09634243375092,201.45568829736126
129.6279972022315,201.4536974268917
129.1763161800156,201.45136986350178
128.7477336890342,201.4488135352175
128.34938389155695,201.44617606036283
127.98835425607118,201.44361973207856
127.59000445859385,201.44098225722388
127.22897482310816,201.4384259289396
126.83062502563088,201.43578845408493
126.46959539014503,201.43323212580066
126.07124559266764,201.43059465094598
125.71021595718203,201.4280383226617
125.31186615970473,201.42540084780703
124.95083652421904,201.42284451952276
124.55248672674172,201.42020704466808
124.19145709125594,201.4176507163838
123.7931072937786,201.41501324152912
123.4320776582928,201.41245691324485
123.03372786081567,201.40981943839017
122.67269822532988,201.4072631101059
122.27434842785246,201.40462563525122
121.91331879236684,201.40206930696695
121.51496899488946,201.39943183211227
121.15393935940375,201.396875503828
120.81741915587382,201.39590523105235
120.45638952038811,201.39334890276808
120.05803972291069,201.3907114279134
119.69701008742501,201.38815509962913
119.36048988389493,201.38718482685348
119.02319485112426,201.38682788344698
118.66042518584291,201.3864819220346
118.27826075697612,201.38616692058397
117.84202994284482,201.38541127138652
117.36232084661124,201.3838115620229
116.84999524214253,201.3808229114713
116.32788763078149,201.37161721968678
115.80693447109157,201.34659355499048
115.29786573510638,201.28656490398595
114.81126098379363,201.15948424881216
114.35745108046454,200.92206632851588
113.90300515921516,200.51820484160623
113.4489978365157,199.8728360231143
112.99666764346301,198.9040226799819
112.5130024178218,197.5798118446731
112.03569416737002,195.82551751271237
111.5686586374575,193.64226294164718
111.14945634410473,191.16151347391687
110.75062262629473,188.5280057681114
110.37897156989175,185.6356633879391
110.0413785789926,182.65150820496606
109.66972752258965,179.75916582479377
109.3321345316906,176.77501064182073
108.96048347528757,173.88266826164843
108.62289048438849,170.8985130786754
108.25123942798545,168.0061706985031
107.91364643708627,165.02201551553006
107.54199538068325,162.12967313535776
107.20440238978425,159.14551795238472
106.84109195911276,156.25317557221243
106.50349896821375,153.2690203892394
106.13184791181074,150.3766780090671
105.79425492091164,147.39252282609405
105.43094449024024,144.50018044592176
105.093351499341,141.61436702482737
104.75683314226434,139.90832783454636
104.41924015136534,139.90797089113985
104.05592972069388,139.90696981860012
103.63422084119425,139.90441349031585
103.19704597360247,139.89808651704848
102.74950096340692,139.88337586346313
102.29548390820499,139.8512448419744
101.83780466181244,139.7853162665834
101.37844044130807,139.65823561140962
100.91885484248371,139.42812227259822
100.5029467842997,139.02426078568857
100.08930177711262,138.37889196719664
99.67962543283933,137.41007862406423
99.2763137441242,136.04383282459548
98.88267838477812,134.23385121278199
98.50306263447789,131.98129270219317
98.18581271226387,129.42880951047695
97.85075177879894,128.01702276382343
97.54685563926584,128.01666582041693
97.25182195565094,128.0156955476413
96.94792581611794,128.01533860423478
96.65289213250291,128.01436833145914
96.33564199975142,128.01181200317487
95.95602540632476,128.00528419021683
95.5623877234431,127.99010657036014
95.1590701845757,127.95695560076291
94.70737871501443,127.89102702537193
94.2512972040339,127.76394637019813
93.75835775447173,127.55442579091857
93.2642232644404,127.19801927964758
92.80457264344156,126.65326612542829
92.38900058031273,126.00789730693636
91.97648893013971,125.37871513203972
91.56949982717444,125.37871452394386
91.17149162491573,125.37871426240508
90.78703918154872,125.37871415673386
90.42173687126491,125.37871411662559
90.08181879771608,125.37871410232455
89.77349783079714,125.3787140975343
89.43357763291858,125.37871408323326
89.12525666599933,125.37871407844301
88.78533646812095,125.37871406414197
88.47701550120176,125.37871405935172
88.13709530332325,125.37871404505069
87.82877433640407,125.37871404026043
87.58991365491124,125.37871403978613
87.28159268799199,125.37871403499588
87.04273200649921,125.37871403452158
86.73441103958005,125.37871402973133
86.39449084170147,125.37871401543029
86.02918125397896,125.37871397532201
85.64471024519841,125.3787138696508
85.24666059740817,125.37871360811202
84.83958687688886,125.37871300001616
84.42691477810364,125.37871167181271
83.96846461853569,125.37870353558014
83.47402534403727,125.37865955152242
82.95336670910584,125.37844971531872
82.41545679699176,125.37756627190313
81.86817486989325,125.37428388141275
81.31847444222666,125.36352133733769
80.77288463085503,125.33237888345312
80.23817744543904,125.25285384151528
79.72196251569098,125.07364139305376
79.2329399426495,124.71723488178277
78.78060974959686,124.09172197440566
78.33167032766994,123.1527158842376
77.8543620772181,121.94700819803722
77.42081845538469,120.1927138660765
77.04144567537509,117.95507682319388
76.6804179425232,115.77182225212867
76.3438995854464,113.21933906041245
76.03812863353097,110.41598470006504
75.80112420971017,107.431829517092
75.4953532577945,104.66659857737562
75.25834883397353,104.66658745646424
74.95257788205821,104.66655099239965
74.71557345823712,104.66653987148827
74.40980250632163,104.66650340742368
74.17279808250063,104.6664922865123
73.86702713058519,104.6664558224477
73.63002270676417,104.66644470153632
73.32425175484872,104.66640823747173
73.08724733102761,104.66639711656035
72.78147637911219,104.66636065249575
72.54447195529127,104.66634953158437
72.23870100337572,104.66631306751978
72.0016965795548,104.6663019466084
71.69592562763937,104.6662654825438
71.4589212038183,104.66625436163243
71.1548665901765,104.66621789756783
70.94148499566347,104.66620677665645
70.66890891148103,104.66617031259186
70.475046365398,104.66615919168048
70.21203567130803,104.66612272761589
69.87643155092408,104.66601721534647
69.48090661887419,104.66574778032758
69.03121405415659,104.66514059913962
68.53768463103246,104.66393307516032
68.01465858087805,104.66181380457704
67.47989611112612,104.65688635284194
66.95112121598581,104.64170873298525
66.43701725317699,104.60045168472956
65.94707575702232,104.50148117096698
65.4923853190177,104.29196059168743
65.08154897685944,103.90052461644954
64.67348087620063,103.27501170907243
64.27104342054628,102.33600561890437
63.87785858993704,101.01179478359556
63.54384829248928,100.66322106859026
63.22670913072756,100.66322106726005
62.931723874909125,100.66322106681449
62.6278459520526,100.66322106634018
62.392231146680956,100.66322106629875
62.12464593728548,100.66322106615854
61.88903113191378,100.6632210661171
61.6237447755355,100.6632210659769
61.39397030894057,100.66322106593546
61.133586161901704,100.66322106579526
60.90707167552266,100.66322106575382
60.65435301946074,100.66322106561361
60.43151582059556,100.66322106557217
60.186167709670485,100.66322106543197
59.9833396510197,100.66322106539053
59.75899031503426,100.66322106525033
59.5834026444079,100.66322106520889
59.37985204055031,100.66322106506868
59.148205966578324,100.66322106462312
58.89351503488074,100.66322106329291
58.61716946778049,100.66322105956226
58.27697264678334,100.66322102631133
57.9220025397286,100.66322094401451
57.55397154973623,100.66322075266866
57.13106207696793,100.66321942446521
56.66265471850824,100.66321128823265
56.15821642515235,100.66316730417492
55.62953329559433,100.66295746797122
55.08559338252339,100.66207402455564
54.53255676744622,100.66001995707347
53.977553594653344,100.65285055710295
53.42726074349474,100.63076725051714
52.88849467454891,100.57073859951262
52.36896158357978,100.42673735168772
51.87756747730508,100.12188670765015
51.42415916442254,99.55235072430634
51.018662632556605,98.61334463413827
50.66970499149011,97.24709883466954
50.33294578619219,95.43711722285603
50.013219597756134,93.18455871226723
49.71590237369012,90.55105100646176
49.44634418777092,88.98215879797256
49.209143803433875,88.5782973110629
48.94013881433072,87.93292849257097
48.70293842999365,87.5290670056613
48.43393344089043,86.88369818716937
48.19673305655347,86.47983670025971
47.92890417692445,86.00278370034727
47.69539332851986,85.76536578005098
