avg,max
155.9026435016356,201.68689579855888
155.4348708416259,201.68686259765025
155.01436307502314,201.68685682819742
154.61414544119515,201.68685449712777
154.1836197136651,201.68684872767494
153.78340207983697,201.6868463966053
153.41043508718477,201.68684551183105
153.01021745335703,201.6868431807614
152.5796917258269,201.68683741130857
152.17947409199863,201.68683508023892
151.81677534812385,201.68683419546468
151.4165577142956,201.68683186439503
150.98603198676585,201.6868260949422
150.5858143529376,201.68682376387255
150.22311560906272,201.68682287909832
149.8228979752344,201.68682054802866
149.39237224770474,201.68681477857584
148.9921546138764,201.68681244750618
148.62945587000158,201.68681156273195
148.22923823617336,201.6868092316623
147.7987125086438,201.68680346220947
147.34514874696896,201.68679004782976
146.87510268603012,201.68676074813072
146.39395977427677,201.6867006290518
145.9058014415118,201.6865847464942
145.41352305599466,201.68637491029048
144.91910639798982,201.68601796688398
144.42396400556004,201.68544757294453
143.92930717206943,201.68459131022536
143.43652073618327,201.68338378624605
142.94753980250732,201.68178407688245
142.46521022215975,201.67979320641288
141.99358156478502,201.67746564302297
141.5380449499389,201.6749093147387
141.10521242627394,201.67227183988402
140.7024620484498,201.66971551159975
140.26962952478488,201.66707803674507
139.86687914696085,201.6645217084608
139.4430057362831,201.65819473519343
139.04025535845906,201.65563840690916
138.60742283479414,201.65300093205448
138.2046724569701,201.6504446037702
137.78079904629217,201.64411763050285
137.37804866846818,201.64156130221858
136.94521614480297,201.6389238273639
136.54246576697906,201.63636749907963
136.0869341842749,201.62983968612158
135.68418380645096,201.6272833578373
135.26031039577316,201.62095638456995
134.82747787210798,201.61831890971527
134.42472749428407,201.615762581431
133.9691959115797,201.60923476847296
133.49758446289871,201.5940571486163
133.0152978117964,201.56090617901907
132.52640900510607,201.4928848059936
132.0338010551985,201.36177017779738
131.5394624295816,201.1243522575011
131.04484660997494,200.72049077059145
130.55124211124686,200.07512195209952
130.06013354003434,199.1063086089671
129.5735501080229,197.74006280949837
129.0943893374916,197.20844690323824
128.62667490370907,197.20684719387464
128.17567313516886,197.20485632340507
127.7477746621665,197.20252876001516
127.35006824090276,197.19997243173088
126.98960290892057,197.1973349568762
126.59189648765694,197.19477862859193
126.23143115567473,197.19214115373725
125.833724734411,197.18958482545298
125.47325940242894,197.1869473505983
125.07555298116499,197.18439102231403
124.71508764918293,197.18175354745935
124.31738122791916,197.17919721917508
123.95691589593712,197.1765597443204
123.5592094746733,197.17400341603613
123.1987441426911,197.17136594118145
122.80103772142729,197.16880961289718
122.44057238944514,197.1661721380425
122.0428659681814,197.16361580975823
121.6824006361993,197.16097833490355
121.28469421493537,197.15842200661928
120.92422888295326,197.1557845317646
120.5265224616894,197.15322820348032
120.16605712970754,197.15059072862564
119.82987925831571,197.1495896560859
119.46941392633363,197.14695218123123
119.07170750506981,197.14439585294696
118.71124217308775,197.14175837809228
118.37506430169609,197.14075730555254
118.03798767100862,197.14041134414015
117.67544784640295,197.14009634268953
117.2935098105369,197.13982690767065
116.85765369815329,197.1392197264827
116.37849292762206,197.1380122025034
115.86687746945049,197.13589293192013
115.34606625361485,197.12894411119746
114.82717664024156,197.11391370892514
114.32095315882714,197.0846580809379
113.83770758875238,197.01872950554693
113.38721885744643,196.8876148773507
112.97843000020178,196.6575015385393
112.5700163691701,196.26606556330142
112.16301965809276,195.6405526559243
111.71749978151836,194.67173931279189
111.27787238775905,193.30549351332314
110.84781732175503,191.49551190150964
110.47083708010673,189.31225733044445
110.11240792913594,186.75977413872823
109.77861849233695,183.95641977838082
109.4445816891436,180.97226459540778
109.14152196770219,178.07992221523548
108.807485164509,175.09576703226244
108.50442544306755,172.20342465209015
108.17038863987429,169.2192694691171
107.86732891843283,166.3269270889448
107.53329211523972,163.34277190597177
107.2302323937981,161.08410943138972
106.89619559060496,158.8315509208009
106.59313586916346,157.0215693089874
106.25909906597016,154.7690107983986
105.9560393445288,153.00375675249504
105.62200254133565,151.24946242053431
105.26295445333612,149.06620784946912
104.88487813187281,146.5137246577529
104.49317029115502,143.7103702974055
104.0512555038771,140.72621511443245
103.57629233356639,137.83387273426015
103.13437754628852,134.8497175512871
