hlp_sum,mlp_sum,llp_sum
62086.1388208504,15328.433084877546,4432.958858632798
61307.20126253238,15552.850600376785,4718.580633085355
60535.8882716204,16088.237858208384,4700.815506407161
59628.10225682884,16581.038293626418,4882.665632366774
59471.61088745689,16529.569975479655,4862.551070748919
58868.494263192566,16932.040759355943,4842.726045689557
58272.35225496294,17239.409207305274,4921.795331886273
57986.9667765694,16757.195338563415,5494.031429499846
57544.42223669541,16922.13864141853,5561.928392435114
57411.97812862554,16694.277770732017,5726.870121669716
56972.091586333176,16863.403910326495,5787.926250283989
56542.441953777154,17138.041169487078,5747.5753741576245
56107.18545522914,17403.39233017624,5707.7764379329055
55081.33029513118,18274.235116878765,5667.425561806539
54058.679454823585,19126.98061932753,5627.626625581821
52899.20432210554,20131.4433786501,5587.275749455456
51600.452048181025,21260.290314715803,5547.476813230737
50307.998372206464,22365.97317082192,5509.04737105975
48740.51734804571,23763.54885712388,5469.248434835033
46013.51729091588,26335.53654085816,5428.897558708667
45852.695272327925,26326.453221587337,5389.098622483949
45687.741469931134,26304.636204115704,5350.669180312962
45218.97914329162,26572.88650992544,5314.264948931625
44744.9250693621,26835.644382772196,5280.271594154145
44412.41525734203,26948.578854469135,5248.872263871366
44069.93378709194,27065.15821324603,5220.110406719144
43567.58672466232,27336.730758184087,5193.929002499394
43350.858149192674,27219.329270104994,5269.775263521755
43117.20993262666,27216.451215053577,5247.408815123191
42570.39773689379,27525.179322631568,5177.02326522111
42007.37485408587,27849.773312482364,5059.186019198414
41729.44560045281,27890.50483948276,5042.805158177023
40989.57118346685,28197.493032244874,5224.875335050523
40694.33114430987,28068.210712885357,5403.633600196343
40392.724011330174,28057.42164741708,5428.786477787804
39643.27124380727,28509.509247722504,5500.452482493964
39502.55559937172,28274.09520011009,5666.328280448266
38907.95287587063,28675.321385805106,5634.005655743031
38470.9518902597,28937.226850755058,5598.847282310349
37731.71866423874,29489.645835944095,5564.542365317818
37452.494817500236,29593.774162021637,5529.383991885139
37022.23122781525,29830.661213900552,5497.061367179907
36450.02321838964,30227.773702665203,5461.902993747228
