hlp_sum,mlp_sum,llp_sum
63252.358536412736,14512.093626060105,4432.8803828919845
62785.38995595466,14678.519723443414,4515.405099622188
62304.9207609783,14836.9380964228,4599.2706165281925
61529.16733822653,15395.261362840203,4582.041251465702
60760.84404941748,15852.637670652315,4663.862891446557
60601.81285786156,15710.009947859102,4744.561341148516
60452.57471759405,15573.306753028972,4820.89283401446
60316.93711016477,15243.760867985357,5091.336048259388
59718.52812933855,15563.189817465429,5160.70623737386
58686.4071916693,16236.770362166682,5324.506352113919
58097.58877023178,16454.926221179277,5485.5590723071555
57951.76085341288,16415.619984359993,5445.857384609096
56768.527639123866,17429.366492712597,5405.734248313796
56199.39538330152,17846.48066271022,5363.012055910628
55177.43723047458,18698.952109600654,5322.888919615324
53856.15492219471,19835.10026424246,5283.187231917265
52713.94616210791,20825.290938504466,5240.465039514098
51128.17405982726,22225.92888714702,5200.7633518160355
49418.88403967938,23783.20082147019,5158.041159412866
46839.43320798076,26177.517499530655,5118.339471714809
46682.80788373754,26182.124737949187,5075.617279311639
46521.39363470978,26158.404833338795,5035.915591613582
46515.38997798991,26012.390404234004,4993.19339921041
46509.67414922591,25867.61087441835,4953.2341699271565
46354.22041973729,25871.04651808225,4910.5119775239855
46045.05619443788,25995.076589743476,4870.810289825927
45879.78782746367,25945.400030827484,4836.649542168952
45709.941416772555,25890.594280305933,4803.844009144765
45383.51654271216,25985.806043897857,4772.211957614997
45201.21084559906,25932.68142050284,4741.611835480879
45011.37592382297,25904.930978450368,4705.6123650339305
44659.43988363491,25638.974052287307,5069.259504449117
44290.44921262366,25770.57807500739,4939.318883637855
43610.28717116799,26013.067670426462,5061.093909848571
43518.66902767479,25887.688823057862,4978.144557728388
42961.807598394225,26126.38007087745,5047.929382592939
42551.955729265064,26141.47126132594,5164.46891634044
42269.847160311096,26112.961676721756,5183.417194683695
41831.69353637614,26148.99031683264,5301.476664373169
41390.99521535306,26301.313121314193,5316.55560681948
41105.77843743318,26216.062083425786,5478.420308941618
40223.82170375533,26814.076454758295,5539.159284563883
40094.97445608909,26675.638307210833,5597.841566091494
39659.48226259296,26930.95846739387,5558.2417857886385
39384.58353803163,27038.792486714043,5516.703377343702
38961.35496174404,27280.4436428309,5475.077410791281
38394.07882393901,27680.65507539478,5433.539002346343
