hlp_sum,mlp_sum,llp_sum
64157.449569103446,14273.88863164624,4070.3968678080264
63960.81269868787,14123.500479488923,4159.374548844674
63175.46324500008,14676.637318190968,4146.610226479363
62706.52101005031,14832.09889374323,4232.242507248162
62113.17294219765,15143.22638693751,4315.164812998975
61680.580577845016,15306.231082760214,4395.596422103396
61559.610021683846,14977.264236246587,4669.626834709031
61427.44299914229,14947.192684828517,4642.709349243131
60856.994450543854,15075.193714998019,4909.24987760285
60438.396652346404,15353.84001082808,4873.294356854458
60023.030891013375,15629.25394417296,4837.339194773399
59154.120636196625,16343.664099119333,4802.683235218258
59033.03105425114,16098.524415440754,4969.614231934661
57996.36456866141,16744.954965630925,5132.001788705509
56988.144261432055,17596.748396426035,5089.130396232111
54778.045833572934,19617.297348925862,5050.83149296265
53358.39129675299,20880.525009311597,5007.960100489256
51502.517091475034,22546.849739230256,4969.661197219793
50121.27839326192,23771.661561009216,4926.789804746397
49339.05939710639,24364.33108180544,4888.4909014769355
48551.85971303163,24931.904382492303,4857.139773051543
47770.85424887749,25486.101596936885,4825.900681224786
47437.96502869537,25592.18431819082,4794.658333817635
46652.454310925146,26158.078803831846,4763.292084919433
46460.55716166425,26144.32217015632,4731.807846336251
45803.6338741208,26568.402453437942,4707.266472002853
45434.41173277122,26600.978987540824,4785.118868229466
45198.50967818976,26597.780231123917,4764.799071961385
44497.27628380388,27058.401180656077,4746.054031270818
44080.92834882726,27233.845447245167,4728.445765365769
43649.07683592007,27425.991629167682,4711.547874242631
43203.974942338646,27435.54000893386,4893.936341788016
42603.02914189042,27708.969765541668,4973.875339435856
42295.7745806229,27700.617216153918,5000.7110805781385
41539.646172569104,28156.03277372337,5074.436990414301
41392.825754911064,27923.357615830955,5242.634571755393
40791.74197112908,28327.717029191284,5212.372001528833
40498.15608208732,28442.841971859154,5179.534953693403
39599.23075295599,29149.954735534255,5099.006092356771
39313.84505158952,29256.879490526906,5066.413998895427
38877.33808429786,29496.662087396897,4986.592508319449
38299.02582243799,29896.513402882883,4954.0799399000425
36671.75854437847,31331.968115486186,4923.713722522005
35519.481933624156,32305.78377986664,4891.2011541026
34675.66036964647,32952.880973422696,4861.474021099103
33696.57639484221,33753.50400185304,4828.961452679699
30186.86867312105,37051.77450283855,4801.83731832057
29277.580377234826,37782.601852350934,4719.424675914465
28965.748158193317,37882.99685065672,4692.744096625154
28809.733667754757,37860.55039472141,4660.622964180985
28806.398398701414,37685.457712046715,4629.314276363086
28651.114491978587,37662.28067239562,4597.1931439189175
28492.22192314217,37609.73602049642,4570.5125646296065
28328.499862950124,37550.895204319226,4546.2121778358805
28158.13930933746,37490.771167240884,4523.978892787163
27828.802595558922,37584.298474198906,4453.562634278419
27490.970192385324,37682.93002903044,4434.402543034092
27142.04149001695,37790.61468884605,4416.22509319135
26778.040708967896,37812.729806139905,4350.009240056215
26398.80123274364,37950.0625977235,4336.747460348515
26007.383087830083,38000.36452667436,4374.238884346541
25451.57019279615,38316.967829555164,4311.662718174169
25182.661237355027,38350.10843078093,4298.737482479789
24305.837280517262,38897.7797403224,4334.6147394379295
24176.214591719403,38708.27017243322,4418.891094265807
23743.663069450115,38836.27774191647,4499.918173074882
23018.138220493445,39273.733842389796,4579.774604308673
22753.7260817642,39271.176345136206,4657.742745641742
22034.061758271582,39806.15891221133,4634.212184809679
21474.57144636578,40102.22819214906,4708.631722127932
21064.996217281277,39834.6742514496,5177.548574662349
20665.371883731623,39984.01009409303,5238.83557091876
19814.476426124773,40565.51017576688,5300.018629602239
19122.656035705117,41111.12658268302,5257.221118455942
17838.77893612905,42227.7388678626,5166.6639159761635
17169.04555219854,42751.26826828958,5124.257840805105
16057.23698905915,43695.812017032426,5083.897952948238
14667.093905140438,44939.75111744764,5041.491877777182
13595.431925782792,45844.148282408714,5001.131989920314
13136.851756656662,46156.524468031326,4958.725914749254
13129.94568708365,45996.16572320785,4918.366026892388
12974.000965172056,46005.90646161591,4875.959951721328
12968.063708942174,45844.57890344928,4785.644596745894
12812.721631998904,45853.71699688903,4743.826136570984
