hlp_sum,mlp_sum,llp_sum
62005.85428600358,15385.933143523116,4457.100408831977
61669.80057879767,15391.853613753054,4541.652999302897
61503.5080114661,15354.645601575043,4524.387001345925
60595.8399415219,15871.008945324596,4705.5774697808465
60276.11067781819,15786.704155503403,4883.585516352602
59972.76905134612,15805.54629592536,4957.970744642973
59680.35117654207,15631.62860608382,5228.498638146178
59079.00301121143,16054.441008155003,5196.920143645882
58465.973058940166,16273.434108242473,5364.930988876476
58018.06447240266,16449.162754930203,5426.996670966436
57887.90104457857,16428.99533287861,5386.910680307812
57592.9172426067,16552.06243924371,5348.713118154794
56539.78529768065,17414.404761897087,5313.476733474283
55357.086332832856,18425.187031138088,5275.279171321265
54348.85338950212,19283.08912459317,5235.193180662643
52444.417969647555,21015.60784884098,5196.995618509624
50847.80078732125,22421.435408894587,5161.759233829117
47045.65512262533,26051.66437798375,5123.561671676095
46736.05067107385,26210.93797965951,5083.475681017474
46423.89078345022,26351.181171676413,5045.278118864456
46108.52124553354,26475.76108732047,5010.0417341839475
45789.28235620221,26588.63838140332,4978.28235455322
45613.76014924505,26545.655097080165,4950.013663840642
45429.43477393539,26502.498205125787,4924.895902434109
44786.132927981766,26911.995674564645,4902.417154247318
44282.87263221823,27177.176070321195,4882.050901857735
44064.780962989986,27054.830947687442,4962.91894826728
43830.07710701905,27047.770678090503,4944.7333178095
43281.45910058985,27354.056993208436,4878.21642502473
42716.09574846186,27677.47812112736,4764.1069383014765
42434.94733903292,27718.33440876433,4750.198164216853
41841.076537941255,27876.36600921642,4934.622056111412
41390.96603906591,27998.807954999396,4966.107093962312
41083.59671069678,27990.50613934154,5043.989521788411
40328.18859158753,28445.17181661869,5118.354805335433
40181.375367300556,28212.47831316093,5286.927322434709
39580.42226071062,28616.677510578967,5257.3040733215075
39137.29294765999,28881.334420923602,5224.842265381932
38538.890880659055,29287.916830797956,5194.513152114508
38103.596017575524,29544.73929117553,5162.05134417493
37667.333478374574,29784.24792120461,5132.428095061731
37089.028005140484,30184.080991732782,5099.966287122156
35462.34606621937,31618.943273527286,5069.6371738547305
34310.052959183726,32592.76397785695,5037.1753659151545
33466.47844786105,33239.58458000778,4957.7330695738965
32487.53773908954,34040.052886073376,4925.662697609556
28977.911388914607,37338.220443126535,4899.060064014998
28068.675918419143,38068.98351091601,4866.989692050659
27757.40912493723,38188.43064727131,4836.956050158985
27601.08458848647,38148.00127455023,4807.920416041937
27595.458443286778,37975.15501704397,4775.850044077598
27436.147837731067,37923.00682947798,4749.247410483038
27272.35291606528,37864.23345655914,4724.994502360996
26951.821991737343,37954.3028075066,4702.771717212117
26622.27005540191,38048.11512394597,4682.16770156134
26284.29496399699,38147.03226400079,4612.812193014984
25935.743334189803,38254.59111933481,4594.442076530247
25722.55601654995,38126.29377495162,4576.930578190695
25344.440419526785,38263.10112212065,4512.564897579194
24804.876919926133,38462.381415942815,4549.205580721776
24251.974612108763,38777.16219075311,4535.759361290307
23986.683428111843,38808.019717225165,4521.54246140773
23263.430064173313,39203.65778883903,4555.961201822505
23137.635309717076,39011.98369625396,4638.851245825469
22708.874776660898,39038.004577563996,4818.391881238574
22136.7843134466,39323.86411563936,4896.728156213589
21875.431426435927,39319.89198086007,4973.338737489942
21158.973996690114,39853.505814505836,4948.287683426091
20602.452211154996,40148.25099440806,5021.349848545374
20196.204797666767,39879.1892117417,5488.764394536038
19799.638985000987,40027.109057929556,5548.695920500398
18952.396505873,40606.791130686994,5608.361676707023
18264.19290149615,41150.43538426015,5564.2065869971175
17134.256111341456,42114.94552033574,5472.07388480446
16467.96853197536,42636.67374889816,5428.310231069794
15210.31594150266,43728.89968529175,5386.429849981135
13973.622662226317,44821.033613764375,5342.666196246467
12905.58460899515,45723.645012916444,5300.785815157809
12450.91670337602,46033.75356773191,5257.022161423143
12297.929932141999,46021.3136848868,5215.141780334481
12295.436887105787,45879.24737911937,5171.378126599815
12142.832018140874,45866.42559400512,5079.516657270947
12140.48297435249,45724.21528698982,5036.340618532431
12138.04374228598,45561.22786497722,4995.288907409854
11985.751545485491,45568.96071097407,4952.112868671335
11984.765338398796,45437.21287865376,4910.231385862675
11982.82015609732,45294.59871015154,4867.055347124158
11980.772360006042,45131.2198521637,4776.8071394125
11978.827177704567,44988.60568366149,4684.808882569671
11977.84097061787,44657.90167129383,4647.187645656527
11977.34726472648,44526.88683639446,4421.444402306233
11976.8541419508,44380.9871296111,4257.6440535276215
11976.382743460686,44222.452952796855,4147.822352081906
11975.466492157067,44032.760708504924,4087.612438921371
11973.83742993953,43516.02095960505,4376.8467651991
11821.193400085705,43134.46775346845,4609.491260230104
11515.771152605193,42012.634726748365,5779.5958626383235
11356.615039321561,40571.85434190128,7073.644119280641
11340.857536110683,39903.98166970359,7458.129600910032
11316.115788810153,38761.07776519421,8338.89864780737
11281.114472413654,38238.63741837442,8627.004564597915
11087.05960869611,37885.4283818597,8924.326955917973
11031.552204386626,37783.20231187248,8880.109687676262
10665.115956746773,37684.201085534834,9091.512432482325
10428.691378206358,37626.59025132115,9158.613584538007
10033.444959335999,37723.63760054116,9230.62100611749
9483.08730967943,38075.79823794602,9156.260171432814
