hlp_sum,mlp_sum,llp_sum
63760.09901605554,14063.626745548034,4470.472625315841
63140.45920711039,14368.189808092433,4547.459899412694
62672.71312964339,14521.684856966005,4625.412833154781
62356.87650752531,14626.56673810579,4603.164533399223
62042.35524923242,14634.479058662111,4681.569684036159
61283.4792308018,15193.591312637001,4660.707827587941
60983.03757505301,14908.627254320565,5036.264980206532
60395.937793928446,15031.019223808127,5305.499405607247
60249.53234176596,14900.826110176342,5372.249409954866
59663.633916051505,15128.28313619476,5535.217423414492
59520.39028605283,15101.028916084388,5495.866712076985
59087.389294314264,15378.555674673975,5455.867558989683
57900.04069417224,16395.406424706835,5416.516847652173
57010.016582090044,17099.0079724456,5377.783982131949
56136.12469747168,17802.4020069548,5338.4332707944395
54976.47892610224,18806.573545175204,5298.43411770714
53670.204598880024,19926.425308053967,5259.701252186915
52841.51504030521,20599.640633479754,5219.7020990996125
50817.646669281115,22437.086440160427,5180.96923357939
48244.21778229661,24855.041093995904,5140.970080492085
48079.308682003975,24833.527629945078,5102.23721497186
47921.66230535048,24835.699773449483,5062.238061884558
47758.875202918454,24812.064311538157,5023.505196364335
47440.916724439754,24931.165466541923,4985.758760408607
47266.42894315968,24897.529593666015,4949.219717358727
46936.38505404991,25031.047267015718,4912.698426549895
46446.85401522095,25319.325174941638,4877.703045446938
46098.651636712515,25362.483487302503,4944.519459756972
45880.0778999712,25353.663129358556,4914.961563288637
45495.02949195263,25508.13951596101,4790.654795151688
45095.10787169818,25674.81349960596,4669.658424092849
44379.73966036753,26155.146796156303,4651.237231430448
44248.270938200694,26051.250735103677,4633.765199249239
43803.39349541556,26063.702584944407,4766.34049507453
43052.462430508655,26489.07684088581,4846.888979161882
42744.81254502535,26482.349560626302,4923.789865627906
41989.33475263786,26937.768868284395,4997.6395292884845
41842.504970473245,26605.4817771948,5265.907212758144
41390.77413005417,26861.321305190017,5235.589704113122
40947.34921539167,27126.730043098214,5202.75669108294
40198.527112547024,27684.249821447127,5171.9967283308215
39763.016065189746,27941.74469205005,5139.16371530064
39476.65123228131,28032.218212534663,5108.84620665562
38748.21142105709,28582.641847004543,5076.013193625436
37270.64429729051,29768.999178770155,5095.342951016294
35968.0593194207,30893.69506054079,5062.774293306174
35274.22838602124,31391.864794855283,5032.8142863184885
34144.88337119408,32243.32924509358,5100.237097098097
30784.191733120522,35393.84902352572,5072.520237475855
29724.69139786263,36275.49239370599,5039.919448744249
29412.754419077846,36377.25751284946,5012.202589122004
29256.703977782636,36355.4509890669,4979.601800390397
29096.726169003487,36305.25693820472,4951.884940768157
28932.154000930037,36248.60859615477,4926.451877677083
28610.885516274866,36340.73966160197,4903.0528746936425
28430.33458462836,36286.75576696488,4881.350325632086
27940.53426306859,36538.4808567423,4811.102299568705
27590.062331270954,36648.613263826686,4791.9932113463165
27374.08815525748,36523.30241429102,4873.428591956487
